melid,filename_sv,filename_solo,solotime,solostart_sec,status,trackid
430,WayneShorter_Eighty-One_FINAL.sv,WayneShorter_Eighty-One_Solo,02:49-04:32,163.2896,FINAL,260
431,WayneShorter_Footprints_FINAL.sv,WayneShorter_Footprints_Solo,01:45-03:24,69.5567,FINAL,329
432,WayneShorter_InfantEyes_FINAL.sv,WayneShorter_InfantEyes_Solo,02:35-04:44,147.0489,FINAL,330
433,WayneShorter_Juju_FINAL.sv,WayneShorter_JuJu_Solo,02:37-05:29,153.5397,FINAL,331
434,WayneShorter_Orbits_FINAL.sv,WayneShorter_Orbits_Solo,01:38-02:43,92.6776,FINAL,167
435,WayneShorter_SpeakNoEvil_FINAL.sv,WayneShorter_SpeakNoEvil_Solo,01:31-04:20,85.5609,FINAL,151
436,WoodyShaw_DatDere_FINAL.sv,WoodyShaw_DatDere_Solo,01:20-03:37,76.3371,FINAL,325
437,WoodyShaw_IfIWereABell_FINAL.sv,WoodyShaw_IfIWereABell_Solo,00:39-01:40,34.9288,FINAL,326
438,WoodyShaw_Imagination_FINAL.sv,WoodyShaw_Imagination_Solo,02:55-05:32,167.3673,FINAL,332
439,WoodyShaw_InACapricornianWay_FINAL.sv,WoodyShaw_InACapricornianWay_Solo,01:04-04:02,58.1244,FINAL,333
440,WoodyShaw_Rahsaan'sRun_FINAL.sv,WoodyShaw_Rahsaan'sRun_Solo,00:42-01:40,37.4916,FINAL,334
441,WoodyShaw_Rosewood_FINAL.sv,WoodyShaw_Rosewood_Solo,03:31- 05:08,208.0121,FINAL,335
442,WoodyShaw_SteppingStone-1_FINAL.sv,WoodyShaw_SteppingStone-1_Solo,00.54-01:25,51.6147,FINAL,336
443,WoodyShaw_Steve'sBlues_FINAL.sv,WoodyShaw_Steve'sBlues_Solo,01:35-02:46,91.9135,FINAL,327
444,WyntonMarsalis_AprilInParis_FINAL.sv,WyntonMarsalis_AprilInParis_Solo,,45.7876,FINAL,337
445,WyntonMarsalis_Caravan_FINAL.sv,WyntonMarsalis_Caravan_Solo,,91.8772,FINAL,338
446,WyntonMarsalis_Cherokee_FINAL.sv,WyntonMarsalis_Cherokee_Solo,,43.3099,FINAL,339
447,WyntonMarsalis_CherokeeII_FINAL.sv,WyntonMarsalis_CherokeeII_Solo,,43.4173,FINAL,340
448,WyntonMarsalis_JohnnyComeLately_FINAL.sv,WyntonMarsalis_JohnnyComeLately_Solo,00:31-01:35,24.8733,FINAL,177
449,WyntonMarsalis_U.M.M.G._FINAL.sv,WyntonMarsalis_U.M.M.G._Solo,01:56-03:06,110.8636,FINAL,182
450,WyntonMarsalis_You'reMyEverything_FINAL.sv,WyntonMarsalis_You'reMyEverything_Solo,,53.7656,FINAL,341
451,ZootSims_AllTheThingsYouAre_FINAL.sv,ZootSims_AllTheThingsYouAre_Solo,00:59-01:35,44.3628,FINAL,342
452,ZootSims_DancingInTheDark-1_FINAL.sv,ZootSims_DancingInTheDark-1_Solo,00:08-01:11,4.2317,FINAL,343
453,ZootSims_DancingInTheDark-2_FINAL.sv,ZootSims_DancingInTheDark-2_Solo,02:13-03:26,127.0015,FINAL,343
454,ZootSims_KingDavid_FINAL.sv,ZootSims_KingDavid_Solo,00:51-01:21,47.5632,FINAL,297
455,ZootSims_NightAndDay-1_FINAL.sv,ZootSims_NightAndDay-1_Solo,00:09- 01:39,4.8914,FINAL,344
456,ZootSims_NightAndDay-2_FINAL.sv,ZootSims_NightAndDay-2_Solo,01:55- 02:56,110.8712,FINAL,344
