yt_id,standard,composer,artist,album,year,instrumentation,youtube_url,youtube_title,youtube_channel,notes,source,recording_mbid
Rd-dlunIGGA,My Romance,Richard Rodgers,Carmen McRae,Book Of Ballads,1959,vocal with trio,https://www.youtube.com/watch?v=Rd-dlunIGGA,Carmen McRae: My Romance,knickerbockervillage,Sophisticated jazz vocal interpretation,musicbrainz,09db8bc2-5bf0-4592-93b0-51d1eccd08b7
6R0756lY8ew,My Romance,Richard Rodgers,The Dave Brubeck Quartet,The Dave Brubeck Quartet,1952,piano quartet with alto sax,https://www.youtube.com/watch?v=6R0756lY8ew,Dave Brubeck Quartet - My Romance,60otaku4,Brubeck-Desmond interplay on the standard,musicbrainz,ecf3bcba-b205-4c38-bf07-2bb7ef4de47e
Vtt_7MGUO7I,Nardis,Miles Davis,Cannonball Adderley Quintet,Portrait of Cannonball,1958,quintet,https://www.youtube.com/watch?v=Vtt_7MGUO7I,"Nardis (feat. Cannonball Adderley Quintet, Blue Mitchell, Julian Cannonball Adderley, Sam...",Bill Evans,"First recording of the tune, with Bill Evans on piano",musicbrainz,e98a6fbd-895b-44e7-bf6e-dc7a604e0727
XLCTmYdmCkY,Nardis,Miles Davis,Bill Evans Trio,Explorations,1987,piano trio,https://www.youtube.com/watch?v=XLCTmYdmCkY,Bill Evans Trio - Nardis (Official Visualizer),Bill Evans,"Evans made Nardis his signature, definitive interpretation",musicbrainz,12980d80-ea07-4d47-99a8-e629b5537f46
XLCTmYdmCkY,Nardis,Miles Davis,Bill Evans,Kind of Evans,2011,solo piano,https://www.youtube.com/watch?v=XLCTmYdmCkY,Bill Evans Trio - Nardis (Official Visualizer),Bill Evans,Evans' extended solo readings show the tune's depth,musicbrainz,edf9be3b-e6bd-4a0f-b7fe-477f3cd59132
1m183h02hHI,Nardis,Miles Davis,George Russell Sextet,Ezz‐thetics,1992,sextet,https://www.youtube.com/watch?v=1m183h02hHI,George Russell Sextet - Nardis (24-bit Remaster) [Modal Jazz] (1961),Brol Planet,Adventurous modal arrangement with Eric Dolphy,musicbrainz,66a76d59-fd7e-492b-971d-4ae35795f00f
cepRyz0VHmw,Nardis,Miles Davis,Joe Henderson Sextet,The Kicker,1967,sextet,https://www.youtube.com/watch?v=cepRyz0VHmw,Joe Henderson Sextet - Nardis (Official Audio),Joe Henderson,Robust hard-bop tenor saxophone take,musicbrainz,6118b724-24e0-4328-860b-5e0847e75d4a
hon6mA9Pkto,Nardis,Miles Davis,Chet Baker,Candy,1985,quartet with trumpet,https://www.youtube.com/watch?v=hon6mA9Pkto,Chet Baker - Nardis (1985),Gazell Videos,Lyrical late-period trumpet rendition,musicbrainz,6a93d760-2b69-4beb-af00-96bd22c4b968
HkGQ8ES9pD0,Nardis,Miles Davis,Michel Petrucciani,Conversation,2001,solo/duo piano,https://www.youtube.com/watch?v=HkGQ8ES9pD0,Nardis (Live),Michel Petrucciani - Topic,Virtuosic piano interpretation,musicbrainz,af94dde9-8f58-4239-a98f-c9fb4597f12a
FnXlpEJKqvM,Nardis,Miles Davis,Marcin Wasilewski Trio,Standards (In memory of Marek Bliziński and Jarosław Śmietana),2016,piano trio,https://www.youtube.com/watch?v=FnXlpEJKqvM,Marcin Wasilewski Trio - Vignette,Vlatko Trajcevski,Modern ECM-era European trio reimagining,musicbrainz,967ac042-85d5-4ee5-8522-bb9e14a98012
CBWQqzkHjn4,Night And Day,Cole Porter,"Fred Astaire, Leo Reisman and His Orchestra",Night and Day / I've Got You on My Mind,1933,vocal with orchestra,https://www.youtube.com/watch?v=CBWQqzkHjn4,"1933 HITS ARCHIVE: Night And Day - Leo Reisman (Fred Astaire, vocal)",The78Prof,Original 1932 hit introducing the song from 'Gay Divorce',musicbrainz,623d40bd-404c-4667-842e-d85dbb539bfd
vXg9Ygtw5HU,Night And Day,Cole Porter,Frank Sinatra,The Night We Called It a Day / Night and Day,1942,vocal with orchestra,https://www.youtube.com/watch?v=vXg9Ygtw5HU,Night and Day (feat. Axel Stordahl and His Orchestra),Frank Sinatra,Definitive early Sinatra ballad reading with Stordahl,musicbrainz,216e1a38-8c0e-44b5-9337-5f69ee25f7fa
,Night And Day,Cole Porter,Billie Holiday,The Essential Billie Holiday: The Columbia Years,2010,vocal with orchestra,,,,Classic Holiday small-group vocal interpretation,musicbrainz,d4359f61-c380-4836-8b7d-77f46bbd39f8
0QTIeInU_QU,Night And Day,Cole Porter,Django Reinhardt & Stéphane Grappelli,Souvenirs,1988,guitar/violin string ensemble,https://www.youtube.com/watch?v=0QTIeInU_QU,Django Reinhardt  12 Night and day (with Stephanie Grappelli),piummosso,Iconic gypsy-jazz version,musicbrainz,5a423fb9-3712-431a-97ce-84d573f9d60d
GI34fIah4vw,Night And Day,Cole Porter,Art Tatum & Ben Webster Quartet,The Art Tatum - Ben Webster Quartet,1958,quartet (tenor sax and piano),https://www.youtube.com/watch?v=GI34fIah4vw,Night and Day - Art Tatum  Ben Webster,hotshiawase2,Landmark virtuoso piano-tenor collaboration,musicbrainz,71bc1d25-a7e3-4ba2-bc85-da71ea3ff22a
bJRdwloCaeo,Night And Day,Cole Porter,Charlie Parker,The Complete Dean Benedetti Recordings of Charlie Parker,1990,alto sax with strings,https://www.youtube.com/watch?v=bJRdwloCaeo,Night And Day-by Charlie Parker,foxdie1982,Bebop master in lush strings setting,musicbrainz,b9f68f4a-2fac-409a-9d4b-9568b68ae63f
_wWW-kSCNVY,Night And Day,Cole Porter,Frank Sinatra with the Red Norvo Quintet,"Live in Australia, 1959",1997,vocal with small jazz combo,https://www.youtube.com/watch?v=_wWW-kSCNVY,Night and Day,Frank Sinatra,Swinging late-period live small-group version,musicbrainz,d66e252a-4368-4ea0-858d-69bad44bf069
yv5HyyYNxgg,Night And Day,Cole Porter,Joe Pass,For Django,1964,solo guitar,https://www.youtube.com/watch?v=yv5HyyYNxgg,Joe Pass Night And Day,Milan Dimushevski,Definitive solo guitar treatment,musicbrainz,ad0d6f35-29fb-4629-be57-d054e1074598
gfLVVHxk4IM,Night In Tunisia,Dizzie Gillespie,Dizzy Gillespie and His Orchestra,The Chronological Classics: Dizzy Gillespie 1945–1946,1997,big band,https://www.youtube.com/watch?v=gfLVVHxk4IM,Dizzy Gillespie feat. Charlie Parker - A Night In Tunisia,Classic Mood Experience,Composer's own definitive big band recording of his tune,musicbrainz,9cf8f37c-20cb-4946-8802-07e38e5c578e
IUGiMnKqQQk,Night In Tunisia,Dizzie Gillespie,Charlie Parker Septet,Timeless,2002,septet,https://www.youtube.com/watch?v=IUGiMnKqQQk,A Night In Tunisia - Charlie Parker Septet (03/28/46),ben dl,"Features Parker's legendary alto break, a bebop landmark",musicbrainz,ea78f097-5b61-4f7c-85d6-26f5367314c5
V0_wUiVcY4M,Night In Tunisia,Dizzie Gillespie,Art Blakey & The Jazz Messengers,Live in Zürich 1958,1958,quintet,https://www.youtube.com/watch?v=V0_wUiVcY4M,Art Blakey & the Jazz Messengers - A Night In Tunisia (1960) {Full Album},My Kind Of Music,Iconic hard bop version with Lee Morgan and Wayne Shorter,musicbrainz,7ad926fc-e6fa-4c0f-84cf-dc1bf72ba2b1
UMkqM4bxuN8,Night In Tunisia,Dizzie Gillespie,Bud Powell Trio,"The Smithsonian Collection of Classic Jazz, Volume 3",1987,piano trio,https://www.youtube.com/watch?v=UMkqM4bxuN8,A Night In Tunisia,Bud Powell Trio - Topic,Definitive bebop piano trio interpretation,musicbrainz,a0acca3d-7d17-4ee8-8087-e5d4b46fa047
EPRCH0Qomw4,Night In Tunisia,Dizzie Gillespie,Clifford Brown,The Lost Rehearsals 1953-1956,2009,quintet,https://www.youtube.com/watch?v=EPRCH0Qomw4,Clifford Brown Quintet in Philadelphia - A Night in Tunisia,60otaku4,Brilliant trumpet feature from the bop master,musicbrainz,0e5b678b-a6a5-4b27-ba4f-0a05a78f3120
1jccsHMOdZo,Night In Tunisia,Dizzie Gillespie,Dexter Gordon Quartet,Billie's Bounce,1983,saxophone quartet,https://www.youtube.com/watch?v=1jccsHMOdZo,A Night In Tunisia (Rudy Van Gelder Edition / 2003 Remaster),Dexter Gordon - Topic,Robust tenor saxophone take with Bud Powell,musicbrainz,0e10e737-aff6-4924-8ed2-3cc528986192
8-m3gsy5hPw,Night In Tunisia,Dizzie Gillespie,Wes Montgomery,In the Beginning,2015,guitar quartet,https://www.youtube.com/watch?v=8-m3gsy5hPw,A Night in Tunisia,Wes Montgomery,Notable guitar interpretation of the standard,musicbrainz,8820ea8d-e10d-4083-af26-e7eb08cddac4
jRdI3lGFvi0,Night In Tunisia,Dizzie Gillespie,"The Modern Jazz Quartet, Sonny Rollins","The Modern Jazz Quartet at Music Inn, Volume 2",1959,quartet with tenor saxophone,https://www.youtube.com/watch?v=jRdI3lGFvi0,Night in Tunisia (Live at Music Inn) (feat. Sonny Rollins),The Modern Jazz Quartet - Topic,Elegant chamber-jazz reading featuring Rollins,musicbrainz,27fb878a-972f-4b78-99b7-5909299d92e6
YuVWNv2kEkE,Now's The Time,Charlie Parker,Charlie Parker's Re-Boppers,Timeless Charlie Parker,2002,quintet,https://www.youtube.com/watch?v=YuVWNv2kEkE,Now's The Time / Charlie Parker　The Savoy Recordings,MINICQQPER,"The original 1945 Savoy recording with Miles Davis, the definitive source",musicbrainz,7cbaf841-df4b-4409-8932-74dcb1941d96
ne9bMv7SXCw,Now's The Time,Charlie Parker,Charlie Parker,Now's the Time,1989,quintet,https://www.youtube.com/watch?v=ne9bMv7SXCw,Now's the Time,Charlie Parker,"Later Parker quintet version with Al Haig, Percy Heath and Max Roach",musicbrainz,f1b0f016-998f-4fb1-86bc-acbc9621b90e
T71b5BPxhhQ,Now's The Time,Charlie Parker,Miles Davis,Milestones,1998,quintet,https://www.youtube.com/watch?v=T71b5BPxhhQ,Now's The Time,Miles Davis,Miles revisits Parker's blues in a hard-bop reading,musicbrainz,d2a654f5-8399-492e-9de6-f0317b841e2f
b-a58KVP2YA,Now's The Time,Charlie Parker,Bud Powell,The Complete Bud Powell on Verve,1994,piano trio,https://www.youtube.com/watch?v=b-a58KVP2YA,Bud Powell Trio - Now's the Time,60otaku4,Bebop piano master interpreting Parker's blues,musicbrainz,57f9c987-2328-4231-8fa1-dc3e0accf870
5ENIxBVceSg,Now's The Time,Charlie Parker,Sonny Stitt,Stitt Plays Bird,1988,saxophone quartet,https://www.youtube.com/watch?v=5ENIxBVceSg,Now's The Time/Charlie Parker-Sonny Stitt's (Eb) Solo Transcription. Transcribed by Carles Margarit,Carles Margarit,Stitt as foremost Parker disciple on alto/tenor,musicbrainz,c520212b-d8bd-4c62-8ad4-8c997535c9de
Lqcb16OPXXg,Now's The Time,Charlie Parker,The Oscar Peterson Quartet,A Tribute to My Friends,1996,piano quartet,https://www.youtube.com/watch?v=Lqcb16OPXXg,Now's The Time,Oscar Peterson (The Estate of Oscar Peterson),Title track of Peterson's Parker tribute album,musicbrainz,ccae5788-d178-49ff-89f8-d55f8e07b5d3
1LgH5rmE-SQ,Now's The Time,Charlie Parker,Supersax,Chasin' The Bird,1977,saxophone ensemble big band,https://www.youtube.com/watch?v=1LgH5rmE-SQ,Now's the Time,Supersax - Topic,"Harmonized Parker solos for a sax section, Grammy-winning tribute",musicbrainz,f0db846d-05c4-4123-a975-f06dd74f2431
kdQne0wximw,Now's The Time,Charlie Parker,Eddie Jefferson,Hipper Than Thou,1989,vocal with combo,https://www.youtube.com/watch?v=kdQne0wximw,Now's The Time,Eddie Jefferson - Topic,Vocalese version showcasing lyrics over the bebop blues,musicbrainz,9917caf8-0265-4f49-8078-1f5352104c4d
9IY29EZb1pI,Oleo,Sonny Rollins,Miles Davis,The Complete Prestige 10-Inch LP Collection,2016,quintet,https://www.youtube.com/watch?v=9IY29EZb1pI,Miles Davis Quintet - Oleo,60otaku4,Original landmark recording with composer Sonny Rollins on the famous 1954 session,musicbrainz,1070bfc8-9856-47cb-9ef2-247795741ba3
aflCJy8NY1c,Oleo,Sonny Rollins,Sonny Rollins,Sonny Rollins - Modern Jazz Archive,2004,quartet,https://www.youtube.com/watch?v=aflCJy8NY1c,Oleo by Sonny Rollins from 'The Complete Prestige Recordings' Disc 3,Sonny Rollins,The composer's own definitive take on his rhythm-changes line,musicbrainz,1b61ed2d-9355-4195-9364-165302f69d07
G-MnnxC3fxU,Oleo,Sonny Rollins,Bud Powell,Bud in Paris,1994,piano trio,https://www.youtube.com/watch?v=G-MnnxC3fxU,Oleo,Bill Evans,Bebop piano master attacking the changes at speed,musicbrainz,8fb67b76-fb3b-4002-8c3e-d958b2c2c61f
Fob3xTDrdxo,Oleo,Sonny Rollins,"Wynton Kelly Trio, Wes Montgomery",Smokin’ in Seattle: Live at the Penthouse,2017,guitar with trio,https://www.youtube.com/watch?v=Fob3xTDrdxo,Oleo (Live),Release - Topic,"Wes Montgomery's burning live guitar version, a benchmark performance",musicbrainz,d2f19b67-b8df-445a-a525-5ecdaca72d48
fRlrUj2e_Mc,Oleo,Sonny Rollins,Tommy Flanagan Trio,Eclypso,1977,piano trio,https://www.youtube.com/watch?v=fRlrUj2e_Mc,Oleo,Tommy Flanagan - Topic,"Elegant, swinging trio reading by a master pianist",musicbrainz,cd9ad9d4-0b94-4adf-b83e-0b873939c1b5
PM1cTxXy6Qo,Oleo,Sonny Rollins,"Joe Pass, Niels-Henning Ørsted Pedersen",Digital III at Montreux,1980,guitar and bass duo,https://www.youtube.com/watch?v=PM1cTxXy6Qo,Joe Pass &  Niels Henning Orsted Pedersen  - Oleo,All That Jazz Don Kaart,Virtuosic guitar-bass duo interplay,musicbrainz,7de011f0-4a5b-4d68-931a-3c8fac84e3a4
2DN5NkbSbms,Oleo,Sonny Rollins,James Carter Quartet,Jurassic Classics,1994,saxophone quartet,https://www.youtube.com/watch?v=2DN5NkbSbms,Jazz Moments avec James Carter @Jazz_in_Marciac,Jazz In Marciac,"Modern, fiery tenor reinterpretation",musicbrainz,4813b23f-0185-42fe-be54-96f33b317399
,Oleo,Sonny Rollins,"George Coleman, Mike Stern, Ron Carter, Jimmy Cobb",4 Generations of Miles,2002,quartet,,,,Veteran all-star lineup with hard-swinging interplay,musicbrainz,18d5f0ab-409c-4084-a18c-632496db3851
xGVdAlxlp18,On Green Dolphin Street,Bronislau Kaper,Miles Davis,Jazz Track,1958,sextet,https://www.youtube.com/watch?v=xGVdAlxlp18,Miles Davis - On Green Dolphin Street (Audio) (Official Audio),Miles Davis,"Definitive modern reading with Coltrane, Adderley, Evans",musicbrainz,2d72ac9e-1300-4106-986d-6080b9e61a83
KffQYuD-0hs,On Green Dolphin Street,Bronislau Kaper,Bill Evans Trio,Live in Nice 1978,2010,piano trio,https://www.youtube.com/watch?v=KffQYuD-0hs,Bill Evans - Green Dolphin Street (Official Audio),Bill Evans,Landmark interactive trio interpretation with Scott LaFaro,musicbrainz,796a72ba-4a0b-45e1-9452-f2ad2fec4fc1
VUAbqDaHbdY,On Green Dolphin Street,Bronislau Kaper,Ahmad Jamal Trio,The Complete Ahmad Jamal Trio Argo Sessions 1956-62,2010,piano trio,https://www.youtube.com/watch?v=VUAbqDaHbdY,On Green Dolphin Street,AHMAD JAMAL - Official channel,"Spacious, influential trio treatment that shaped Miles' approach",musicbrainz,e395ced7-377c-4bb4-b354-3a9267ab8f79
DSlaIBACpUM,On Green Dolphin Street,Bronislau Kaper,Wynton Kelly,Kelly Blue,1959,piano trio,https://www.youtube.com/watch?v=DSlaIBACpUM,On Green Dolphin Street (Album Version),The Wynton Kelly Trio - Topic,"Swinging, blues-inflected pianistic version",musicbrainz,3e123c7e-7034-4d97-84a4-8fdb6b76eb24
0ywmZb7qw7A,On Green Dolphin Street,Bronislau Kaper,Sonny Rollins Quartet,In Europe 1963 - Vol. II,1989,saxophone quartet,https://www.youtube.com/watch?v=0ywmZb7qw7A,On Green Dolphin Street,Sonny Rollins,Robust tenor-led exploration of the tune,musicbrainz,f6730347-23a9-4ef8-b5e6-4eca0d080bd2
X1pLHvlo6vs,On Green Dolphin Street,Bronislau Kaper,Wes Montgomery,Dangerous,1999,guitar trio,https://www.youtube.com/watch?v=X1pLHvlo6vs,Wes Montgomery - On Green Dolphin Street (Official Audio),Wes Montgomery,Octave-driven guitar interpretation,musicbrainz,4920bb65-ca06-4b8b-8c79-29da9d803de7
CsgonzDgtRY,On Green Dolphin Street,Bronislau Kaper,Oscar Peterson Trio,The Sound Of The Trio,1961,piano trio,https://www.youtube.com/watch?v=CsgonzDgtRY,Green Dolphin Street (Live),Oscar Peterson (The Estate of Oscar Peterson),Virtuosic swinging trio rendition,musicbrainz,940fa118-e00a-4b6d-bbdd-5a60fcb94553
iVjQiXz3FZE,On Green Dolphin Street,Bronislau Kaper,Sarah Vaughan,Sarah’s Blues,1990,vocal,https://www.youtube.com/watch?v=iVjQiXz3FZE,SARAH VAUGHAN - On Green Dolphin Street,vladimirsmartins,Notable vocal interpretation of the standard,musicbrainz,118508af-86cb-47d2-807e-2d445dd0a4a7
aACxKLe4aG8,On The Sunny Side Of The Street,Jimmy McHugh,Louis Armstrong,Louis Armstrong in Scandinavia,2007,vocal with big band,https://www.youtube.com/watch?v=aACxKLe4aG8,Louis Armstrong - On The Sunny Side Of The Street (Audio),Louis Armstrong,Definitive early vocal/trumpet version that popularized the tune,musicbrainz,0f70875a-621b-4a1f-8297-37d110aaaaa1
kJfaeH5Gafk,On The Sunny Side Of The Street,Jimmy McHugh,Billie Holiday,The Chronological Classics: Billie Holiday 1944,1995,vocal with trio,https://www.youtube.com/watch?v=kJfaeH5Gafk,Eddie Heywood - On the sunny side of the street (1944),Overjazz,"Intimate, classic Holiday vocal with Eddie Heywood",musicbrainz,5a4fa55b-946e-4684-bf32-661b4988edbc
j49AWK0BW0M,On The Sunny Side Of The Street,Jimmy McHugh,Lester Young & Oscar Peterson Trio,Lester Young with the Oscar Peterson Trio #2,1954,tenor saxophone with rhythm section,https://www.youtube.com/watch?v=j49AWK0BW0M,Lester Young with the Oscar Peterson Trio -  On the Sunny Side of the Street,zigzag5627,"Lyrical Prez tenor reading, also rare vocal",musicbrainz,7ab94054-5434-44c9-a7cf-653cbe4ac19c
s8UEGmAvWfM,On The Sunny Side Of The Street,Jimmy McHugh,Dizzy Gillespie,The Complete Pleyel Concert,1984,bebop quintet,https://www.youtube.com/watch?v=s8UEGmAvWfM,On the Sunny Side of the Street,New Jersey Jazz Society,Bebop interpretation by Gillespie,musicbrainz,80caf086-47f6-4a3b-99df-b87451bfc30a
0BouUignXBM,On The Sunny Side Of The Street,Jimmy McHugh,Art Tatum,The Complete Pablo Solo Masterpieces,1991,solo piano,https://www.youtube.com/watch?v=0BouUignXBM,On the Sunny Side of the Street (arr. A. Tatum),Art Tatum - Topic,Virtuosic solo piano treatment,musicbrainz,bdf7d358-e7f5-40a6-b57d-ddbd792f4842
lbPAoGHMjKc,On The Sunny Side Of The Street,Jimmy McHugh,Nat King Cole Trio,The Forgotten Years,1979,piano-guitar-bass trio,https://www.youtube.com/watch?v=lbPAoGHMjKc,78 RPM: The King Cole Trio - Sunny Side Of The Street,BigDaveSwinger,Swinging small-group vocal trio rendition,musicbrainz,2a93b4a9-d26f-4ae6-bd58-1b8a395836dc
0XYA0T5lqmE,On The Sunny Side Of The Street,Jimmy McHugh,Erroll Garner,The Chronological Classics: Erroll Garner 1949-1950,2001,piano trio,https://www.youtube.com/watch?v=0XYA0T5lqmE,Erroll Garner Trio  - On the Sunny Side of the Street,60otaku4,Garner's signature orchestral piano style,musicbrainz,51109526-c8a6-4301-9025-b49285806486
TjINA1Qg6yA,On The Sunny Side Of The Street,Jimmy McHugh,Ella Fitzgerald,Les Trésors du Jazz 1953,2004,vocal with orchestra,https://www.youtube.com/watch?v=TjINA1Qg6yA,On The Sunny Side Of The Street,Ella Fitzgerald,"Polished, swinging vocal interpretation",musicbrainz,ed5105b5-979e-4f5e-939d-3378c7c96c29
k8jRagHg4jw,Once I Loved,Antonio Carlos Jobim,Antônio Carlos Jobim,Jazz 'round Midnight,1998,vocal with orchestra,https://www.youtube.com/watch?v=k8jRagHg4jw,Once I Loved - O Amor Em Paz (by Antônio Carlos Jobim) - Easy Solo Example for Alto Sax,Yasuhiro Fujii,Composer's own definitive reading of his tune,musicbrainz,f2bf4f79-4da1-4c6b-bdcb-f05134fcb90b
GeYsi9NDM9Y,Once I Loved,Antonio Carlos Jobim,Astrud Gilberto,The Astrud Gilberto Album,1965,vocal with orchestra,https://www.youtube.com/watch?v=GeYsi9NDM9Y,Once I Loved,Astrud Gilberto,Quintessential bossa nova vocal interpretation,musicbrainz,b21382c1-e88a-45db-98ac-c8a4c35b5e9c
jzjJOrWWvn0,Once I Loved,Antonio Carlos Jobim,Wes Montgomery,Compact Jazz: Wes Montgomery,1987,guitar with orchestra,https://www.youtube.com/watch?v=jzjJOrWWvn0,Once I Loved,Wes Montgomery,Landmark guitar version with lush arrangement,musicbrainz,5b53b682-80d5-4f95-85c4-68bbac5a6d3f
xg3smyF8B14,Once I Loved,Antonio Carlos Jobim,Joe Henderson,Double Rainbow: The Music of Antonio Carlos Jobim,1995,saxophone quartet,https://www.youtube.com/watch?v=xg3smyF8B14,Once I Loved (Amor Em Paz),Joe Henderson,Acclaimed Grammy-winning Jobim tribute reading,musicbrainz,4c762e11-39bd-4be7-8490-017fceb51ffa
jl3HvTP88KQ,Once I Loved,Antonio Carlos Jobim,"Ella Fitzgerald, Joe Pass",Take Love Easy,1974,vocal with guitar,https://www.youtube.com/watch?v=jl3HvTP88KQ,Once I Loved,Ella Fitzgerald,Intimate voice-and-guitar duo treatment,musicbrainz,8061cc44-5612-4877-b3e0-282fa4cd8ea4
dpzCUCnBW8A,Once I Loved,Antonio Carlos Jobim,"Chick Corea, Gary Burton",Hot House,2012,piano and vibraphone duo,https://www.youtube.com/watch?v=dpzCUCnBW8A,Once I Loved,Chick Corea,Celebrated chamber-jazz duo interpretation,musicbrainz,fe2f7305-89f9-4fbe-8f12-23e50ebc2f1b
NcwqcR-ajJU,Once I Loved,Antonio Carlos Jobim,Shirley Horn,Shirley Horn,1992,vocal with trio,https://www.youtube.com/watch?v=NcwqcR-ajJU,Once I Loved,Shirley Horn - Topic,Sublime ballad reading from a master vocalist,musicbrainz,c5693be9-75fb-4f1a-9247-d5a67401d494
fWzv7SI_KuU,Once I Loved,Antonio Carlos Jobim,Eliane Elias,Eliane Elias Sings Jobim,1998,vocal with piano trio,https://www.youtube.com/watch?v=fWzv7SI_KuU,"Eliane Elias ""They Can't Take That Away""",Eliane Elias Official,Brazilian pianist-singer's authentic interpretation,musicbrainz,54ff1b26-e4ea-4fd5-9cbc-887db7fc3d22
0-vlX8uRLMQ,One Note Samba,Antonio Carlos Jobim,"Stan Getz, Charlie Byrd",Jazz Samba,1962,saxophone with guitar combo,https://www.youtube.com/watch?v=0-vlX8uRLMQ,Stan Getz & Charlie Byrd - One Note Samba,Dexterecus,Landmark recording that ignited the U.S. bossa nova craze,musicbrainz,1468ccef-d786-4ddb-b2ad-576a7e19dbde
WUcBgvyiMO0,One Note Samba,Antonio Carlos Jobim,Antonio Carlos Jobim,"The Composer of Desafinado, Plays",2009,piano/guitar with orchestra,https://www.youtube.com/watch?v=WUcBgvyiMO0,One Note Samba,Tom Jobim Oficial,Definitive reading by the composer himself,musicbrainz,fa00e429-ee7d-422e-8f4c-391ab6a8760d
o21F0J1t3dQ,One Note Samba,Antonio Carlos Jobim,"Ella Fitzgerald, Joe Pass",Sophisticated Lady,2001,vocal with guitar,https://www.youtube.com/watch?v=o21F0J1t3dQ,"Ella Fitzgerald & Joe Pass, 'Samba de Uma Nota Só' ('One Note Samba' - Tom Jobim)",Alex Suzano,Intimate vocal-guitar duo treatment,musicbrainz,482b7764-c5e8-4df5-8a6e-da21f2ec298c
_8_iQn9YgKs,One Note Samba,Antonio Carlos Jobim,"Frank Sinatra, Antônio Carlos Jobim",Sinatra-Jobim Sessions,1979,vocal with orchestra,https://www.youtube.com/watch?v=_8_iQn9YgKs,One Note Samba (Samba de Uma Nota So) (Album Version),Tom Jobim Oficial,Iconic Sinatra–Jobim collaboration,musicbrainz,a64db3a4-aea5-4cd5-a05d-f52b8fb21bdb
5rzdodR2NAM,One Note Samba,Antonio Carlos Jobim,"The Modern Jazz Quartet, Laurindo Almeida",Yet Mo’ Mod Jazz,2000,jazz quartet with guitar,https://www.youtube.com/watch?v=5rzdodR2NAM,One Note Samba // The Modern Jazz Quartet feat. Laurindo Almeida,swell1954,Sophisticated chamber-jazz arrangement with Almeida,musicbrainz,a3a1fa8f-3f79-4020-bcdf-f902f2076b18
yUVlEFRLfWo,One Note Samba,Antonio Carlos Jobim,Count Basie & His Orchestra,The Complete Roulette Studio Recordings of Count Basie and His Orchestra,1993,big band,https://www.youtube.com/watch?v=yUVlEFRLfWo,One Note Samba,Count Basie,Swinging big-band adaptation,musicbrainz,577dd59c-b60f-4696-92e7-39825f734326
D1ZqdjIA1CQ,One Note Samba,Antonio Carlos Jobim,Toots Thielemans European Quartet,90 yrs.,2012,harmonica-led quartet,https://www.youtube.com/watch?v=D1ZqdjIA1CQ,Toots Thielemans Samba de Uma Nota So,eastend0003,Distinctive harmonica voicing of the melody,musicbrainz,9261b33a-0227-4135-a380-32d0e1fc2f83
0yiZOY6w_Dc,One Note Samba,Antonio Carlos Jobim,Eliane Elias,Eliane Elias Plays Jobim,1990,vocal with piano trio,https://www.youtube.com/watch?v=0yiZOY6w_Dc,"ELIANE ELIAS Plays Jobim - 10, One Note Samba (A.C. Jobim - N. Mendonca)",giorgio4989,Authentic Brazilian pianist-vocalist interpretation,musicbrainz,910a6d74-a64a-497b-99bc-29e1563c4e60
vXeeSJ28Tko,Ornithology,Charlie Parker,Charlie Parker,From Swing to Bebop: 'round Midnight,1946,quintet,https://www.youtube.com/watch?v=vXeeSJ28Tko,"“Ornithology” by Charlie Parker and Benny Harris - Sean McCoy, unaccompanied improv",Sean McCoy Music,Parker's original landmark bebop recording of his own composition,musicbrainz,49be0da9-2abc-482f-86f0-7d0899c7cd90
LphuCadyQi0,Ornithology,Charlie Parker,Charlie Parker Quintet,Yardbird in Lotus Land,1976,quintet,https://www.youtube.com/watch?v=LphuCadyQi0,Charlie Parker Quintet at Birdland - Ornithology,60otaku4,Definitive quintet reading with Bird's iconic alto lead,musicbrainz,64d36089-4d09-4e78-8627-37040ca656bb
60XWQcU7b9c,Ornithology,Charlie Parker,Bud Powell Trio,"The Best of Bud Powell 1944-62, Vol. 1",2014,piano trio,https://www.youtube.com/watch?v=60XWQcU7b9c,Ornithology (Live: Birdland 14 Feb '53),Bud Powell Trio - Topic,Powell's blazing bebop piano interpretation,musicbrainz,eb5dbfb4-92ad-44f2-83a5-3b1c8d778c3b
yyGjpylkO0U,Ornithology,Charlie Parker,"Gerry Mulligan Quartet, Chet Baker",Reunion With Chet Baker,1958,pianoless quartet,https://www.youtube.com/watch?v=yyGjpylkO0U,Ornithology,Gerry Mulligan - Topic,West Coast cool take with Baker's trumpet and Mulligan's baritone,musicbrainz,aa4c67ec-9c3b-4261-89f2-d334d355bd84
KQB-Ju_fXbc,Ornithology,Charlie Parker,Sonny Stitt,Stitt Plays Bird,1988,quintet,https://www.youtube.com/watch?v=KQB-Ju_fXbc,Ornithology (Remastered Version),Sonny Stitt - Topic,Stitt's heartfelt tribute to Parker's repertoire,musicbrainz,84fef8ea-5e18-4b7a-9699-26f1bc2ed4ee
a-UlblA8CuE,Ornithology,Charlie Parker,Anthony Braxton/George Lewis Duo,Elements of Surprise,1978,saxophone-trombone duo,https://www.youtube.com/watch?v=a-UlblA8CuE,Ornithology,Anthony Braxton - Topic,Avant-garde duo reimagining of the bebop classic,musicbrainz,398317be-b97f-469b-bed5-741701addb5c
